Region,Commune,Prix_m2_appart_regression,Prix_m2_villa_regression
Tanger-Tetouan-Al Hoceima,Charf-Mghogha,12 890 MAD,9 358 MAD
Tanger-Tetouan-Al Hoceima,Tanger-Médina,11 700 MAD,8 395 MAD
Tanger-Tetouan-Al Hoceima,Charf-Souani,10 690 MAD,10 430 MAD
Tanger-Tetouan-Al Hoceima,M'Diq,10 620 MAD,9 743 MAD
Tanger-Tetouan-Al Hoceima,Assilah,8 772 MAD,7 312 MAD
Tanger-Tetouan-Al Hoceima,Al Hoceima,8 242 MAD,6 546 MAD
Tanger-Tetouan-Al Hoceima,Fnideq,8 030 MAD,11 170 MAD
Tanger-Tetouan-Al Hoceima,Tétouan,7 585 MAD,8 342 MAD
Tanger-Tetouan-Al Hoceima,Martil,7 464 MAD,8 984 MAD
Tanger-Tetouan-Al Hoceima,Bni Makada,7 046 MAD,14 590 MAD
Tanger-Tetouan-Al Hoceima,Gueznaia,6 531 MAD,8 334 MAD
Tanger-Tetouan-Al Hoceima,Oued Laou,6 492 MAD,7 753 MAD
Tanger-Tetouan-Al Hoceima,Sahtryine,5 712 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Larache,5 694 MAD,7 541 MAD
Tanger-Tetouan-Al Hoceima,Zaaroura,5 369 MAD,8 102 MAD
Tanger-Tetouan-Al Hoceima,Ksar El Kebir,4 730 MAD,5 960 MAD
Tanger-Tetouan-Al Hoceima,Iounane,4 645 MAD,7 788 MAD
Tanger-Tetouan-Al Hoceima,Laouamra,4 645 MAD,7 166 MAD
Tanger-Tetouan-Al Hoceima,Bni Bchir,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Zaouiat Sidi Abdelkader,4 591 MAD,7 435 MAD
Tanger-Tetouan-Al Hoceima,Zarkt,4 591 MAD,7 435 MAD
Tanger-Tetouan-Al Hoceima,Bni Gmil Maksouline,4 591 MAD,7 348 MAD
Tanger-Tetouan-Al Hoceima,Bni Hadifa,4 591 MAD,6 977 MAD
Tanger-Tetouan-Al Hoceima,Bni Gmil,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Abdelghaya Souahel,4 591 MAD,7 348 MAD
Tanger-Tetouan-Al Hoceima,Bni Abdallah,4 591 MAD,7 435 MAD
Tanger-Tetouan-Al Hoceima,Tamsaout,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Ait Kamra,4 591 MAD,7 540 MAD
Tanger-Tetouan-Al Hoceima,Tifarouine,4 591 MAD,7 348 MAD
Tanger-Tetouan-Al Hoceima,Bni Ahmed Imoukzan,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Bni Rzine,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Bni Selmane,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Bni Smih,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Tizgane,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,M'tioua,4 591 MAD,7 674 MAD
Tanger-Tetouan-Al Hoceima,Ouaouzgane,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Bab Berred,4 591 MAD,7 644 MAD
Tanger-Tetouan-Al Hoceima,Bni Mansour,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Bni Ahmed Gharbia,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Bni Darkoul,4 591 MAD,8 102 MAD
Tanger-Tetouan-Al Hoceima,Anjra,4 591 MAD,7 435 MAD
Tanger-Tetouan-Al Hoceima,Malloussa,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Ksar Bjir,4 591 MAD,7 901 MAD
Tanger-Tetouan-Al Hoceima,Souk L'Qolla,4 591 MAD,8 102 MAD
Tanger-Tetouan-Al Hoceima,Souk Tolba,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Tatoft,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Zouada,4 591 MAD,7 393 MAD
Tanger-Tetouan-Al Hoceima,Kalaat Bouqorra,4 591 MAD,7 435 MAD
Tanger-Tetouan-Al Hoceima,Ain Beida,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Moqrisset,4 591 MAD,6 754 MAD
Tanger-Tetouan-Al Hoceima,Bni Quolla,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Sahel Chamali,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Sebt Azzinate,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Oulad Ali Mansour,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Zaouiat Sidi Kacem,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Saddina,4 591 MAD,7 901 MAD
Tanger-Tetouan-Al Hoceima,Azla,4 591 MAD,7 435 MAD
Tanger-Tetouan-Al Hoceima,Ain Lahsan,4 591 MAD,7 654 MAD
Tanger-Tetouan-Al Hoceima,Bni Idder,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Bni Said,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Bghaghza,4 591 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Oulad Ouchih,4 591 MAD,7 234 MAD
Tanger-Tetouan-Al Hoceima,Sidi Bousber,4 589 MAD,7 901 MAD
Tanger-Tetouan-Al Hoceima,Chakrane,4 581 MAD,7 348 MAD
Tanger-Tetouan-Al Hoceima,Bni Bounsar,4 568 MAD,8 001 MAD
Tanger-Tetouan-Al Hoceima,Tazroute,4 568 MAD,8 147 MAD
Tanger-Tetouan-Al Hoceima,Jouamaa,4 565 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Ksar Sghir,4 564 MAD,7 843 MAD
Tanger-Tetouan-Al Hoceima,Taghzout,4 561 MAD,7 777 MAD
Tanger-Tetouan-Al Hoceima,Dar Chaoui,4 402 MAD,7 901 MAD
Tanger-Tetouan-Al Hoceima,Bni Salah,4 336 MAD,7 033 MAD
Tanger-Tetouan-Al Hoceima,Fifi,4 336 MAD,7 845 MAD
Tanger-Tetouan-Al Hoceima,Tamorot,4 336 MAD,7 758 MAD
Tanger-Tetouan-Al Hoceima,Bni Harchen,4 336 MAD,7 179 MAD
Tanger-Tetouan-Al Hoceima,Arbaa Taourirt,4 319 MAD,7 348 MAD
Tanger-Tetouan-Al Hoceima,Al Bahraoyine,4 319 MAD,7 901 MAD
Tanger-Tetouan-Al Hoceima,Mallalienne,4 319 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Izemmouren,4 318 MAD,7 540 MAD
Tanger-Tetouan-Al Hoceima,Rouadi,4 318 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Ait Youssef Ou Ali,4 318 MAD,7 007 MAD
Tanger-Tetouan-Al Hoceima,Sidi Bouzineb,4 318 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Talambote,4 318 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Zghira,4 318 MAD,7 901 MAD
Tanger-Tetouan-Al Hoceima,HJAR ENNHAL,4 318 MAD,7 901 MAD
Tanger-Tetouan-Al Hoceima,Laaouama,4 318 MAD,7 901 MAD
Tanger-Tetouan-Al Hoceima,Al Oued,4 318 MAD,8 102 MAD
Tanger-Tetouan-Al Hoceima,Zinat,4 318 MAD,7 901 MAD
Tanger-Tetouan-Al Hoceima,Zaitoune,4 318 MAD,7 901 MAD
Tanger-Tetouan-Al Hoceima,Belyounech,4 318 MAD,7 901 MAD
Tanger-Tetouan-Al Hoceima,Bni Bouayach,4 311 MAD,7 234 MAD
Tanger-Tetouan-Al Hoceima,Al Manzla,4 311 MAD,7 988 MAD
Tanger-Tetouan-Al Hoceima,Tanaqoub,4 283 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Tassift,4 283 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Ounnana,4 283 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Zoumi,4 283 MAD,7 321 MAD
Tanger-Tetouan-Al Hoceima,Bni Ammart,4 282 MAD,7 318 MAD
Tanger-Tetouan-Al Hoceima,Moulay Ahmed Cherif,4 282 MAD,8 073 MAD
Tanger-Tetouan-Al Hoceima,Bni Bouchibet,4 282 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Senada,4 282 MAD,7 985 MAD
Tanger-Tetouan-Al Hoceima,Bni Boufrah,4 282 MAD,7 901 MAD
Tanger-Tetouan-Al Hoceima,Bni Faghloum,4 282 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Derdara,4 282 MAD,8 072 MAD
Tanger-Tetouan-Al Hoceima,Oued Malha,4 282 MAD,8 102 MAD
Tanger-Tetouan-Al Hoceima,Bab Taza,4 282 MAD,7 526 MAD
Tanger-Tetouan-Al Hoceima,Bni Bouzra,4 282 MAD,7 985 MAD
Tanger-Tetouan-Al Hoceima,Amtar,4 282 MAD,8 073 MAD
Tanger-Tetouan-Al Hoceima,Steha,4 282 MAD,7 985 MAD
Tanger-Tetouan-Al Hoceima,Bni Garfett,4 282 MAD,8 073 MAD
Tanger-Tetouan-Al Hoceima,Bou Jedyane,4 282 MAD,7 985 MAD
Tanger-Tetouan-Al Hoceima,Rissana Janoubia,4 282 MAD,7 985 MAD
Tanger-Tetouan-Al Hoceima,Sahel,4 282 MAD,7 901 MAD
Tanger-Tetouan-Al Hoceima,Rissana Chamalia,4 282 MAD,7 985 MAD
Tanger-Tetouan-Al Hoceima,Ayacha,4 282 MAD,8 073 MAD
Tanger-Tetouan-Al Hoceima,Souaken,4 282 MAD,7 901 MAD
Tanger-Tetouan-Al Hoceima,Masmouda,4 282 MAD,7 985 MAD
Tanger-Tetouan-Al Hoceima,Sidi Redouane,4 282 MAD,8 073 MAD
Tanger-Tetouan-Al Hoceima,Teroual,4 282 MAD,7 318 MAD
Tanger-Tetouan-Al Hoceima,Asjen,4 282 MAD,8 073 MAD
Tanger-Tetouan-Al Hoceima,Brikcha,4 282 MAD,6 441 MAD
Tanger-Tetouan-Al Hoceima,Had Al Gharbia,4 282 MAD,7 959 MAD
Tanger-Tetouan-Al Hoceima,Sidi Lyamani,4 282 MAD,8 030 MAD
Tanger-Tetouan-Al Hoceima,Aquouass Briech,4 282 MAD,7 871 MAD
Tanger-Tetouan-Al Hoceima,Souk Kdim,4 282 MAD,8 073 MAD
Tanger-Tetouan-Al Hoceima,Al Hamra,4 282 MAD,8 072 MAD
Tanger-Tetouan-Al Hoceima,Bni Leit,4 282 MAD,8 160 MAD
Tanger-Tetouan-Al Hoceima,AL Kharroub,4 281 MAD,7 985 MAD
Tanger-Tetouan-Al Hoceima,Ksar El Majaz,4 278 MAD,7 788 MAD
Tanger-Tetouan-Al Hoceima,Mzefroune,4 259 MAD,8 060 MAD
Tanger-Tetouan-Al Hoceima,Sidi Ahmed Cherif,4 259 MAD,8 073 MAD
Tanger-Tetouan-Al Hoceima,Louta,4 256 MAD,7 598 MAD
Tanger-Tetouan-Al Hoceima,Lamjaara,4 256 MAD,6 977 MAD
Tanger-Tetouan-Al Hoceima,Targuist,4 160 MAD,7 424 MAD
Tanger-Tetouan-Al Hoceima,Imzouren,4 160 MAD,6 889 MAD
Tanger-Tetouan-Al Hoceima,Ouezzane,4 160 MAD,7 556 MAD
Tanger-Tetouan-Al Hoceima,Chefchaouen,4 101 MAD,7 453 MAD
Tanger-Tetouan-Al Hoceima,Ajdir,4 066 MAD,7 007 MAD
Tanger-Tetouan-Al Hoceima,Issaguen,4 010 MAD,8 120 MAD
Tanger-Tetouan-Al Hoceima,Ketama,4 010 MAD,7 712 MAD
Tanger-Tetouan-Al Hoceima,Bni Arouss,4 009 MAD,8 073 MAD
Tanger-Tetouan-Al Hoceima,Nekkour,4 009 MAD,7 348 MAD
Tanger-Tetouan-Al Hoceima,Sidi Boutmim,4 009 MAD,7 405 MAD
Tanger-Tetouan-Al Hoceima,Imrabten,4 009 MAD,7 204 MAD
Tanger-Tetouan-Al Hoceima,Taghramt,4 009 MAD,8 015 MAD
Tanger-Tetouan-Al Hoceima,Jbel Lahbib,4 009 MAD,7 348 MAD
Tanger-Tetouan-Al Hoceima,Dar Bni Karrich,4 009 MAD,7 901 MAD
Tanger-Tetouan-Al Hoceima,Allyene,4 009 MAD,8 015 MAD
Region de l'orientale,Nador,7 378 MAD,11 700 MAD
Region de l'orientale,Ahl Angad,6 719 MAD,8 836 MAD
Region de l'orientale,Saidia,6 398 MAD,5 533 MAD
Region de l'orientale,Oujda,5 696 MAD,6 960 MAD
Region de l'orientale,Zegzel,5 622 MAD,7 204 MAD
Region de l'orientale,Houara Oulad Raho,5 484 MAD,8 015 MAD
Region de l'orientale,Boumerieme,5 105 MAD,8 015 MAD
Region de l'orientale,Bni Tadjite,5 105 MAD,7 674 MAD
Region de l'orientale,Ras El Ma,5 063 MAD,7 007 MAD
Region de l'orientale,Bouchaouene,5 039 MAD,8 015 MAD
Region de l'orientale,Tafoughalt,5 038 MAD,8 129 MAD
Region de l'orientale,Talsint,5 036 MAD,8 015 MAD
Region de l'orientale,Maatarka,5 036 MAD,6 897 MAD
Region de l'orientale,Gteter,5 027 MAD,7 788 MAD
Region de l'orientale,Selouane,5 000 MAD,7 453 MAD
Region de l'orientale,Ras Laksar,4 970 MAD,8 102 MAD
Region de l'orientale,Barkine,4 970 MAD,8 102 MAD
Region de l'orientale,Assebbab,4 970 MAD,8 015 MAD
Region de l'orientale,Bni Mathar,4 970 MAD,8 015 MAD
Region de l'orientale,Bsara,4 970 MAD,7 901 MAD
Region de l'orientale,Ain Lehjer,4 970 MAD,8 060 MAD
Region de l'orientale,Saka,4 969 MAD,8 015 MAD
Region de l'orientale,Guercif,4 935 MAD,7 605 MAD
Region de l'orientale,Oulad Sidi Abdelhakem,4 901 MAD,8 102 MAD
Region de l'orientale,Ain Chouater,4 854 MAD,6 783 MAD
Region de l'orientale,Bouanane,4 854 MAD,7 901 MAD
Region de l'orientale,Ain Chair,4 854 MAD,8 060 MAD
Region de l'orientale,Bni Guil,4 854 MAD,6 983 MAD
Region de l'orientale,Tendrara,4 832 MAD,7 674 MAD
Region de l'orientale,Abbou Lakhal,4 796 MAD,6 983 MAD
Region de l'orientale,Bouarg,4 777 MAD,7 292 MAD
Region de l'orientale,Tancherfi,4 720 MAD,8 015 MAD
Region de l'orientale,Oulad Bourima,4 719 MAD,8 015 MAD
Region de l'orientale,Lebkhata,4 719 MAD,8 060 MAD
Region de l'orientale,Laaouinate,4 719 MAD,8 102 MAD
Region de l'orientale,Gafait,4 719 MAD,8 015 MAD
Region de l'orientale,Oulad Ghziyel,4 719 MAD,8 102 MAD
Region de l'orientale,Ras Asfour,4 719 MAD,8 015 MAD
Region de l'orientale,Tiouli,4 719 MAD,7 065 MAD
Region de l'orientale,Hassi Berkane,4 719 MAD,8 015 MAD
Region de l'orientale,Mestferki,4 719 MAD,8 060 MAD
Region de l'orientale,Mestegmer,4 719 MAD,8 015 MAD
Region de l'orientale,Sidi Ali Bel Quassem,4 719 MAD,8 015 MAD
Region de l'orientale,Sidi Lahsen,4 719 MAD,8 015 MAD
Region de l'orientale,Sidi Boulenouar,4 717 MAD,7 685 MAD
Region de l'orientale,Ben Taieb,4 716 MAD,7 082 MAD
Region de l'orientale,Oulad M'hammed,4 714 MAD,6 897 MAD
Region de l'orientale,Ain Sfa,4 661 MAD,8 015 MAD
Region de l'orientale,Lamrija,4 661 MAD,7 985 MAD
Region de l'orientale,Guenfouda,4 661 MAD,7 985 MAD
Region de l'orientale,Mechraa Hammadi,4 661 MAD,8 073 MAD
Region de l'orientale,Mazguitam,4 657 MAD,7 972 MAD
Region de l'orientale,Ahl Oued Za,4 657 MAD,8 073 MAD
Region de l'orientale,Iaazzanene,4 591 MAD,7 234 MAD
Region de l'orientale,Iksane,4 591 MAD,7 321 MAD
Region de l'orientale,Boughriba,4 589 MAD,7 393 MAD
Region de l'orientale,Ihaddadene,4 587 MAD,7 204 MAD
Region de l'orientale,Taddart,4 582 MAD,8 015 MAD
Region de l'orientale,Aghbal,4 568 MAD,7 234 MAD
Region de l'orientale,Mrija,4 470 MAD,7 788 MAD
Region de l'orientale,Figuig,4 455 MAD,7 234 MAD
Region de l'orientale,Bouarfa,4 452 MAD,6 996 MAD
Region de l'orientale,Naima,4 414 MAD,7 007 MAD
Region de l'orientale,Oulad Daoud Zkhanine,4 410 MAD,7 318 MAD
Region de l'orientale,El Atef,4 410 MAD,7 985 MAD
Region de l'orientale,Afsou,4 409 MAD,7 788 MAD
Region de l'orientale,Iferni,4 375 MAD,7 788 MAD
Region de l'orientale,Tiztoutine,4 366 MAD,7 292 MAD
Region de l'orientale,Aklim,4 336 MAD,6 977 MAD
Region de l'orientale,Sidi Bouhria,4 336 MAD,7 166 MAD
Region de l'orientale,Chouihia,4 318 MAD,7 234 MAD
Region de l'orientale,Dar El Kebdani,4 318 MAD,6 889 MAD
Region de l'orientale,Tafersit,4 318 MAD,7 065 MAD
Region de l'orientale,Temsamane,4 318 MAD,7 512 MAD
Region de l'orientale,Boudinar,4 318 MAD,7 348 MAD
Region de l'orientale,Amejjaou,4 318 MAD,7 234 MAD
Region de l'orientale,Ijermaouas,4 318 MAD,7 898 MAD
Region de l'orientale,Trougout,4 318 MAD,7 692 MAD
Region de l'orientale,Bni Oukil Oulad M'Hand,4 318 MAD,8 015 MAD
Region de l'orientale,Ain Zohra,4 317 MAD,7 121 MAD
Region de l'orientale,Debdou,4 314 MAD,6 457 MAD
Region de l'orientale,Bni Marghnine,4 314 MAD,7 234 MAD
Region de l'orientale,Oulad Amghar,4 314 MAD,7 427 MAD
Region de l'orientale,Touissit,4 314 MAD,7 674 MAD
Region de l'orientale,Bni Sidel Louta,4 310 MAD,8 053 MAD
Region de l'orientale,Midar,4 310 MAD,7 065 MAD
Region de l'orientale,Sidi Moussa Lemhaya,4 307 MAD,8 060 MAD
Region de l'orientale,Arekmane,4 283 MAD,7 065 MAD
Region de l'orientale,Bni Bouifrour,4 283 MAD,7 234 MAD
Region de l'orientale,Fezouane,4 282 MAD,7 318 MAD
Region de l'orientale,Oulad Settout,4 282 MAD,7 871 MAD
Region de l'orientale,Laatamna,4 279 MAD,6 010 MAD
Region de l'orientale,Ouardana,4 278 MAD,7 054 MAD
Region de l'orientale,Tazaghine,4 278 MAD,7 136 MAD
Region de l'orientale,Isly,4 273 MAD,7 901 MAD
Region de l'orientale,Melg El Ouidane,4 268 MAD,7 959 MAD
Region de l'orientale,Oulad Boubker,4 238 MAD,8 102 MAD
Region de l'orientale,Driouch,4 160 MAD,6 889 MAD
Region de l'orientale,Zeghanghane,4 160 MAD,7 065 MAD
Region de l'orientale,Al Aaroui,4 160 MAD,4 806 MAD
Region de l'orientale,Sidi Boubker,4 105 MAD,6 514 MAD
Region de l'orientale,Bni Ansar,4 104 MAD,7 680 MAD
Region de l'orientale,Taourirt,4 101 MAD,7 054 MAD
Region de l'orientale,Zaio,4 062 MAD,7 065 MAD
Region de l'orientale,Bni Chiker,4 010 MAD,7 204 MAD
Region de l'orientale,Al Barkanyene,4 010 MAD,7 510 MAD
Region de l'orientale,Madagh,4 009 MAD,7 234 MAD
Region de l'orientale,Talilit,4 009 MAD,7 321 MAD
Region de l'orientale,Ait Mait,4 009 MAD,7 318 MAD
Region de l'orientale,Tsaft,4 009 MAD,7 065 MAD
Region de l'orientale,Mtalssa,4 009 MAD,7 318 MAD
Region de l'orientale,M'Hajer,4 009 MAD,8 112 MAD
Region de l'orientale,Bni Sidel Jbel,4 009 MAD,7 406 MAD
Region de l'orientale,Bni Khaled,4 009 MAD,7 985 MAD
Region de l'orientale,El Aioun Sidi Mellouk,4 009 MAD,7 292 MAD
Region de l'orientale,Bni Drar,4 007 MAD,7 379 MAD
Region de l'orientale,Azlaf,4 006 MAD,7 451 MAD
Region de l'orientale,Sidi Slimane Echcharraa,4 006 MAD,7 451 MAD
Region de l'orientale,Ain Bni Mathar,4 005 MAD,7 292 MAD
Region de l'orientale,Ain Erreggada,4 005 MAD,5 577 MAD
Region de l'orientale,Ahfir,4 002 MAD,5 547 MAD
Region de l'orientale,Jerada,4 002 MAD,7 007 MAD
Fès-Meknès,Ifrane,7 757 MAD,9 400 MAD
Fès-Meknès,Kandar Sidi Khiar,6 369 MAD,5 781 MAD
Fès-Meknès,Meknès,6 357 MAD,5 933 MAD
Fès-Meknès,Agdal,6 265 MAD,6 386 MAD
Fès-Meknès,M'haya,5 391 MAD,7 065 MAD
Fès-Meknès,Ait Ouallal,5 384 MAD,5 774 MAD
Fès-Meknès,Saiss,5 372 MAD,6 751 MAD
Fès-Meknès,Galdamane,5 286 MAD,4 849 MAD
Fès-Meknès,Toulal,5 205 MAD,7 706 MAD
Fès-Meknès,Meknassa Acharqia,5 149 MAD,7 912 MAD
Fès-Meknès,Ait Sebaa Lajrouf,5 138 MAD,8 060 MAD
Fès-Meknès,Ksabi Moulouya,5 105 MAD,8 015 MAD
Fès-Meknès,Ouizeght,5 105 MAD,8 015 MAD
Fès-Meknès,Tissaf,5 105 MAD,8 015 MAD
Fès-Meknès,Guigou,5 105 MAD,6 585 MAD
Fès-Meknès,Fritissa,5 105 MAD,8 015 MAD
Fès-Meknès,El Orjane,5 105 MAD,8 060 MAD
Fès-Meknès,Ouislane,5 093 MAD,7 453 MAD
Fès-Meknès,Ain Leuh,5 027 MAD,
Fès-Meknès,Sidi El Makhfi,4 970 MAD,6 214 MAD
Fès-Meknès,Tafajight,4 970 MAD,6 528 MAD
Fès-Meknès,Maghraoua,4 970 MAD,8 102 MAD
Fès-Meknès,Bouyablane,4 970 MAD,8 015 MAD
Fès-Meknès,Oulad Tayeb,4 937 MAD,
Fès-Meknès,Serghina,4 911 MAD,6 328 MAD
Fès-Meknès,Ait Bazza,4 854 MAD,6 716 MAD
Fès-Meknès,Talzemt,4 854 MAD,6 642 MAD
Fès-Meknès,Almis Marmoucha,4 854 MAD,7 901 MAD
